Symbol,Company Name,Prediction Horizon (Years),As Of Date,Predicted Total Return (%),Predicted CAGR (%),Annualized Volatility (%),Latest P/E Ratio,Latest Beta,Composite Risk Score,Risk Band (Composite),Risk Band (Volatility Only),Conservative Band,Expected Band,Optimistic Band
JAYSREETEA.NS,Jay Shree Tea & Industries Limited,1,18-06-2025,1.34,1.34,49.16,3.94,0.35,0.5416,Medium,High,0.34% – 1.34%,2.34% – 4.34%,5.34% – 9.34%
INDIGO.NS,InterGlobe Aviation Limited,1,18-06-2025,1.29,1.29,28.54,28.31,0.83,0.3659,Medium,Medium,0.29% – 1.29%,2.29% – 4.29%,5.29% – 9.29%
OFSS.NS,Oracle Financial Services Software Limited,1,18-06-2025,1.17,1.17,37.85,35.12,0.1,0.451,Medium,High,0.17% – 1.17%,2.17% – 4.17%,5.17% – 9.17%
TARIL.NS,,1,18-06-2025,1.03,1.03,51.11,67.96,-0.4,0.7,High,High,0.03% – 1.03%,2.03% – 4.03%,5.03% – 9.03%
HATSUN.NS,Hatsun Agro Product Limited,1,18-06-2025,0.94,0.94,37.51,76.41,-0.02,0.5751,Medium,High,-0.06% – 0.94%,1.94% – 3.94%,4.94% – 8.94%
CIGNITITEC.NS,Cigniti Technologies Limited,1,18-06-2025,0.93,0.93,35.95,23.4,-0.3,0.3315,Medium,High,-0.07% – 0.93%,1.93% – 3.93%,4.93% – 8.93%
JAMNAAUTO.NS,Jamna Auto Industries Limited,1,18-06-2025,0.81,0.81,34.5,20.27,0.3,0.2902,Low,High,-0.19% – 0.81%,1.81% – 3.81%,4.81% – 8.81%
THERMAX.NS,Thermax Limited,1,18-06-2025,0.64,0.64,41.23,63.72,0.19,0.6123,High,High,-0.36% – 0.64%,1.64% – 3.64%,4.64% – 8.64%
SHREERAMA.NS,Shree Rama Multi-Tech Limited,1,18-06-2025,0.64,0.64,52.61,12.15,-0.03,0.4,Medium,High,-0.36% – 0.64%,1.64% – 3.64%,4.64% – 8.64%
BRITANNIA.NS,Britannia Industries Limited,1,18-06-2025,0.61,0.61,20.28,61.86,0.53,0.4084,Medium,Medium,-0.39% – 0.61%,1.61% – 3.61%,4.61% – 8.61%
BANARBEADS.NS,Banaras Beads Limited,1,18-06-2025,0.5,0.5,49.78,26.48,-0.16,0.4962,Medium,High,-0.5% – 0.5%,1.5% – 3.5%,4.5% – 8.5%
ADVANIHOTR.NS,Advani Hotels & Resorts (India) Limited,1,18-06-2025,0.47,0.47,37.32,21.71,-0.16,0.3307,Medium,High,-0.53% – 0.47%,1.47% – 3.47%,4.47% – 8.47%
CHENNPETRO.NS,Chennai Petroleum Corporation Limited,1,18-06-2025,0.39,0.39,44.75,43.7,0.15,0.5935,Medium,High,-0.61% – 0.39%,1.39% – 3.39%,4.39% – 8.39%
SILLYMONKS.NS,Silly Monks Entertainment Limited,1,18-06-2025,0.35,0.35,57.58,89.7,-0.09,0.7,High,High,-0.65% – 0.35%,1.35% – 3.35%,4.35% – 8.35%
CHEMCON.NS,Chemcon Speciality Chemicals Limited,1,18-06-2025,-0.23,-0.23,34.18,28.91,-0.24,0.361,Medium,High,-1.23% – -0.23%,0.77% – 2.77%,3.77% – 7.77%
DVL.NS,Dhunseri Ventures Limited,1,18-06-2025,-0.24,-0.24,49.57,8.01,0.42,0.5457,Medium,High,-1.24% – -0.24%,0.76% – 2.76%,3.76% – 7.76%
EMMBI.NS,Emmbi Industries Limited,1,18-06-2025,-0.3,-0.3,59.37,32.35,-0.17,0.5487,Medium,High,-1.3% – -0.3%,0.7% – 2.7%,3.7% – 7.7%
SFL.NS,Sheela Foam Limited,1,18-06-2025,-0.31,-0.31,27.99,84.88,0.15,0.4799,Medium,Medium,-1.31% – -0.31%,0.69% – 2.69%,3.69% – 7.69%
SWANENERGY.NS,Swan Energy Limited,1,18-06-2025,-0.39,-0.39,53.08,14.96,-0.52,0.4,Medium,High,-1.39% – -0.39%,0.61% – 2.61%,3.61% – 7.61%
ALKEM.NS,Alkem Laboratories Limited,1,18-06-2025,-0.4,-0.4,24.38,26.52,0.42,0.2426,Low,Medium,-1.4% – -0.4%,0.6% – 2.6%,3.6% – 7.6%
BIOCON.NS,Biocon Limited,1,18-06-2025,-0.56,-0.56,35.94,40.76,0.22,0.4802,Medium,High,-1.56% – -0.56%,0.44% – 2.44%,3.44% – 7.44%
20MICRONS.NS,20 Microns Limited,1,18-06-2025,-0.62,-0.62,56.15,13.41,0.64,0.4276,Medium,High,-1.62% – -0.62%,0.38% – 2.38%,3.38% – 7.38%
PERSISTENT.NS,Persistent Systems Limited,1,18-06-2025,-0.83,-0.83,38.01,66.44,0.63,0.6061,High,High,-1.83% – -0.83%,0.17% – 2.17%,3.17% – 7.17%
GOLDENTOBC.NS,Golden Tobacco Limited,1,18-06-2025,-0.83,-0.83,41.68,14.01,0.02,0.3168,Medium,High,-1.83% – -0.83%,0.17% – 2.17%,3.17% – 7.17%
XELPMOC.NS,Xelpmoc Design and Tech Limited,1,18-06-2025,-0.83,-0.83,56.99,,0.81,,Unknown,High,-1.83% – -0.83%,0.17% – 2.17%,3.17% – 7.17%
SHOPERSTOP.NS,Shoppers Stop Limited,1,18-06-2025,-0.87,-0.87,41.16,497.72,-0.36,0.6116,High,High,-1.87% – -0.87%,0.13% – 2.13%,3.13% – 7.13%
FINEORG.NS,Fine Organic Industries Limited,1,18-06-2025,-0.96,-0.96,34.24,34.38,-0.05,0.4086,Medium,High,-1.96% – -0.96%,0.04% – 2.04%,3.04% – 7.04%
AFFLE.NS,Affle 3i Limited,1,18-06-2025,-1.23,-1.23,36.32,69.93,0.69,0.6022,High,High,-2.23% – -1.23%,-0.23% – 1.77%,2.77% – 6.77%
SIRCA.NS,Sirca Paints India Limited,1,18-06-2025,-1.24,-1.24,39.84,42.75,0.28,0.5363,Medium,High,-2.24% – -1.24%,-0.24% – 1.76%,2.76% – 6.76%
NMDC.NS,NMDC Limited,1,18-06-2025,-1.27,-1.27,36.27,9.15,0.83,0.4791,Medium,High,-2.27% – -1.27%,-0.27% – 1.73%,2.73% – 6.73%
DCMNVL.NS,DCM Nouvelle Limited,1,18-06-2025,-1.36,-1.36,47.48,36.45,0.78,0.6152,High,High,-2.36% – -1.36%,-0.36% – 1.64%,2.64% – 6.64%
BHARATGEAR.NS,Bharat Gears Limited,1,18-06-2025,-1.44,-1.44,36.43,43.32,0.14,0.507,Medium,High,-2.44% – -1.44%,-0.44% – 1.56%,2.56% – 6.56%
MANAKSTEEL.NS,Manaksia Steels Limited,1,18-06-2025,-1.59,-1.59,59.73,40.34,0.4,0.6172,High,High,-2.59% – -1.59%,-0.59% – 1.41%,2.41% – 6.41%
OMAXE.NS,Omaxe Limited,1,18-06-2025,-1.77,-1.77,54.24,,-0.7,,Unknown,High,-2.77% – -1.77%,-0.77% – 1.23%,2.23% – 6.23%
SANCO.NS,Sanco Industries Limited,1,18-06-2025,-1.78,-1.78,51.53,31.45,0.64,0.5698,Medium,High,-2.78% – -1.78%,-0.78% – 1.22%,2.22% – 6.22%
ENDURANCE.NS,Endurance Technologies Limited,1,18-06-2025,-1.83,-1.83,29.17,40.79,0.71,0.4544,Medium,Medium,-2.83% – -1.83%,-0.83% – 1.17%,2.17% – 6.17%
INCREDIBLE.NS,Incredible Industries Limited,1,18-06-2025,-1.92,-1.92,62.28,15.03,0.1,0.4003,Medium,High,-2.92% – -1.92%,-0.92% – 1.08%,2.08% – 6.08%
VISHWARAJ.NS,Vishwaraj Sugar Industries Limited,1,18-06-2025,-1.92,-1.92,45.55,,0.41,,Unknown,High,-2.92% – -1.92%,-0.92% – 1.08%,2.08% – 6.08%
KCP.NS,The KCP Limited,1,18-06-2025,-1.94,-1.94,42.1,17.36,0.38,0.3412,Medium,High,-2.94% – -1.94%,-0.94% – 1.06%,2.06% – 6.06%
LT.NS,Larsen & Toubro Limited,1,18-06-2025,-1.97,-1.97,25.17,33.2,0.46,0.3077,Medium,Medium,-2.97% – -1.97%,-0.97% – 1.03%,2.03% – 6.03%
NCC.NS,NCC Limited,1,18-06-2025,-2.02,-2.02,41.29,17.24,0.75,0.3817,Medium,High,-3.02% – -2.02%,-1.02% – 0.98%,1.98% – 5.98%
STAR.NS,Strides Pharma Science Limited,1,18-06-2025,-2.04,-2.04,72.74,23.36,0.55,0.4817,Medium,High,-3.04% – -2.04%,-1.04% – 0.96%,1.96% – 5.96%
EXIDEIND.NS,Exide Industries Limited,1,18-06-2025,-2.12,-2.12,30.34,40.51,0.57,0.4364,Medium,High,-3.12% – -2.12%,-1.12% – 0.88%,1.88% – 5.88%
AHLEAST.NS,Asian Hotels (East) Limited,1,18-06-2025,-2.29,-2.29,40.03,14.53,-0.55,0.3003,Medium,High,-3.29% – -2.29%,-1.29% – 0.71%,1.71% – 5.71%
ICRA.NS,ICRA Limited,1,18-06-2025,-2.34,-2.34,30.13,37.99,0.1,0.3984,Medium,High,-3.34% – -2.34%,-1.34% – 0.66%,1.66% – 5.66%
ALBERTDAVD.NS,Albert David Limited,1,18-06-2025,-2.35,-2.35,45.74,28.01,0.04,0.4689,Medium,High,-3.35% – -2.35%,-1.35% – 0.65%,1.65% – 5.65%
URJA.NS,Urja Global Limited,1,18-06-2025,-2.54,-2.54,40.1,772,0.41,0.601,High,High,-3.54% – -2.54%,-1.54% – 0.46%,1.46% – 5.46%
NRAIL.NS,N R Agarwal Industries Limited,1,18-06-2025,-2.68,-2.68,48.18,33.42,-0.7,0.5397,Medium,High,-3.68% – -2.68%,-1.68% – 0.32%,1.32% – 5.32%
DEN.NS,DEN Networks Limited,1,18-06-2025,-2.75,-2.75,38.19,8.36,0.45,0.4319,Medium,High,-3.75% – -2.75%,-1.75% – 0.25%,1.25% – 5.25%
SKMEGGPROD.NS,SKM Egg Products Export (India) Limited,1,18-06-2025,-2.76,-2.76,46.36,19.16,-0.06,0.3993,Medium,High,-3.76% – -2.76%,-1.76% – 0.24%,1.24% – 5.24%
PPAP.NS,PPAP Automotive Limited,1,18-06-2025,-2.81,-2.81,45.61,46.34,0.02,0.6247,High,High,-3.81% – -2.81%,-1.81% – 0.19%,1.19% – 5.19%
SARLAPOLY.NS,Sarla Performance Fibers Limited,1,18-06-2025,-2.95,-2.95,57.43,14.98,0.34,0.4,Medium,High,-3.95% – -2.95%,-1.95% – 0.05%,1.05% – 5.05%
BGRENERGY.NS,BGR Energy Systems Limited,1,18-06-2025,-2.97,-2.97,48.11,,0.54,,Unknown,High,-3.97% – -2.97%,-1.97% – 0.03%,1.03% – 5.03%
KIRLOSIND.NS,Kirloskar Industries Limited,1,18-06-2025,-2.99,-2.99,38.32,25.62,0.27,0.3743,Medium,High,-3.99% – -2.99%,-1.99% – 0.01%,1.01% – 5.01%
AVROIND.NS,Avro India Limited,1,18-06-2025,-3.05,-3.05,48.36,58.57,-0.95,0.6836,High,High,-4.05% – -3.05%,-2.05% – -0.05%,0.95% – 4.95%
GALLANTT.NS,Gallantt Ispat Limited,1,18-06-2025,-3.06,-3.06,44.06,27.43,0.93,0.5325,Medium,High,-4.06% – -3.06%,-2.06% – -0.06%,0.94% – 4.94%
REPRO.NS,Repro India Limited,1,18-06-2025,-3.12,-3.12,51.73,,0.14,,Unknown,High,-4.12% – -3.12%,-2.12% – -0.12%,0.88% – 4.88%
REPL.NS,Rudrabhishek Enterprises Limited,1,18-06-2025,-3.16,-3.16,56.11,23.58,0.89,0.5515,Medium,High,-4.16% – -3.16%,-2.16% – -0.16%,0.84% – 4.84%
IMFA.NS,Indian Metals and Ferro Alloys Limited,1,18-06-2025,-3.18,-3.18,40.46,10.28,-0.01,0.3046,Medium,High,-4.18% – -3.18%,-2.18% – -0.18%,0.82% – 4.82%
AUROPHARMA.NS,Aurobindo Pharma Limited,1,18-06-2025,-3.3,-3.3,28.67,18.48,0.22,0.2166,Low,Medium,-4.3% – -3.3%,-2.3% – -0.3%,0.7% – 4.7%
ATGL.NS,Adani Total Gas Limited,1,18-06-2025,-3.42,-3.42,44.13,109.96,0.95,0.7321,High,High,-4.42% – -3.42%,-2.42% – -0.42%,0.58% – 4.58%
CHOLAHLDNG.NS,Cholamandalam Financial Holdings Limited,1,18-06-2025,-3.53,-3.53,43.64,17.52,0.57,0.3729,Medium,High,-4.53% – -3.53%,-2.53% – -0.53%,0.47% – 4.47%
LOKESHMACH.NS,Lokesh Machines Limited,1,18-06-2025,-3.59,-3.59,53.9,615,0.81,0.7628,High,High,-4.59% – -3.59%,-2.59% – -0.59%,0.41% – 4.41%
GAYAHWS.NS,Gayatri Highways Limited,1,18-06-2025,-3.6,-3.6,47.19,144,0.56,0.6835,High,High,-4.6% – -3.6%,-2.6% – -0.6%,0.4% – 4.4%
BSE.NS,BSE Limited,1,18-06-2025,-3.72,-3.72,62.43,81.85,0.2,0.7,High,High,-4.72% – -3.72%,-2.72% – -0.72%,0.28% – 4.28%
MPSLTD.NS,MPS Limited,1,18-06-2025,-3.79,-3.79,51.36,29.79,0.79,0.5844,Medium,High,-4.79% – -3.79%,-2.79% – -0.79%,0.21% – 4.21%
MAITHANALL.NS,Maithan Alloys Limited,1,18-06-2025,-3.88,-3.88,37.47,5.31,0.42,0.4247,Medium,High,-4.88% – -3.88%,-2.88% – -0.88%,0.12% – 4.12%
UJJIVANSFB.NS,Ujjivan Small Finance Bank Limited,1,18-06-2025,-3.92,-3.92,35.16,13.15,0.44,0.2516,Low,High,-4.92% – -3.92%,-2.92% – -0.92%,0.08% – 4.08%
SASTASUNDR.NS,Sastasundar Ventures Limited,1,18-06-2025,-3.92,-3.92,41.24,,0.6,,Unknown,High,-4.92% – -3.92%,-2.92% – -0.92%,0.08% – 4.08%
SHANTIGEAR.NS,Shanthi Gears Limited,1,18-06-2025,-4.09,-4.09,40.19,41.66,-0.08,0.5304,Medium,High,-5.09% – -4.09%,-3.09% – -1.09%,-0.09% – 3.91%
GALAXYSURF.NS,Galaxy Surfactants Limited,1,18-06-2025,-4.11,-4.11,34.92,29.08,0.31,0.3699,Medium,High,-5.11% – -4.11%,-3.11% – -1.11%,-0.11% – 3.89%
DAMODARIND.NS,Damodar Industries Limited,1,18-06-2025,-4.12,-4.12,41.88,15.93,0.64,0.3551,Medium,High,-5.12% – -4.12%,-3.12% – -1.12%,-0.12% – 3.88%
KAYA.NS,Kaya Limited,1,18-06-2025,-4.13,-4.13,61.37,,0.02,,Unknown,High,-5.13% – -4.13%,-3.13% – -1.13%,-0.13% – 3.87%
MOTILALOFS.NS,Motilal Oswal Financial Services Limited,1,18-06-2025,-4.15,-4.15,52.88,19.98,0.01,0.4427,Medium,High,-5.15% – -4.15%,-3.15% – -1.15%,-0.15% – 3.85%
APEX.NS,Apex Frozen Foods Limited,1,18-06-2025,-4.23,-4.23,49.26,188.01,-0.17,0.6926,High,High,-5.23% – -4.23%,-3.23% – -1.23%,-0.23% – 3.77%
NATCOPHARM.NS,NATCO Pharma Limited,1,18-06-2025,-4.34,-4.34,40.58,8.36,0.31,0.4558,Medium,High,-5.34% – -4.34%,-3.34% – -1.34%,-0.34% – 3.66%
SYMPHONY.NS,Symphony Limited,1,18-06-2025,-4.45,-4.45,44.46,35.49,0.25,0.5202,Medium,High,-5.45% – -4.45%,-3.45% – -1.45%,-0.45% – 3.55%
EIHAHOTELS.NS,EIH Associated Hotels Limited,1,18-06-2025,-4.49,-4.49,41.07,24.75,-0.16,0.3943,Medium,High,-5.49% – -4.49%,-3.49% – -1.49%,-0.49% – 3.51%
JKTYRE.NS,JK Tyre & Industries Limited,1,18-06-2025,-4.58,-4.58,36.85,20.12,0.49,0.3123,Medium,High,-5.58% – -4.58%,-3.58% – -1.58%,-0.58% – 3.42%
UMESLTD.NS,Usha Martin Education & Solutions Limited,1,18-06-2025,-4.59,-4.59,51.59,47.08,1.1,0.7942,High,High,-5.59% – -4.59%,-3.59% – -1.59%,-0.59% – 3.41%
PDMJEPAPER.NS,Pudumjee Paper Products Limited,1,18-06-2025,-4.59,-4.59,59.5,11.07,-0.19,0.4,Medium,High,-5.59% – -4.59%,-3.59% – -1.59%,-0.59% – 3.41%
INDSWFTLTD.NS,Ind-Swift Limited,1,18-06-2025,-4.77,-4.77,62.05,1.37,-0.87,0.55,Medium,High,-5.77% – -4.77%,-3.77% – -1.77%,-0.77% – 3.23%
BODALCHEM.NS,Bodal Chemicals Limited,1,18-06-2025,-5.13,-5.13,43.24,47.41,0.33,0.6102,High,High,-6.13% – -5.13%,-4.13% – -2.13%,-1.13% – 2.87%
ICICIPRULI.NS,ICICI Prudential Life Insurance Company Limited,1,18-06-2025,-5.26,-5.26,25.13,77.36,0.61,0.4735,Medium,Medium,-6.26% – -5.26%,-4.26% – -2.26%,-1.26% – 2.74%
GSFC.NS,Gujarat State Fertilizers & Chemicals Limited,1,18-06-2025,-5.4,-5.4,36.06,13.37,0.12,0.2606,Low,High,-6.4% – -5.4%,-4.4% – -2.4%,-1.4% – 2.6%
GEECEE.NS,GeeCee Ventures Limited,1,18-06-2025,-5.47,-5.47,41.38,17.39,0.09,0.3343,Medium,High,-6.47% – -5.47%,-4.47% – -2.47%,-1.47% – 2.53%
FMGOETZE.NS,Federal-Mogul Goetze (India) Limited,1,18-06-2025,-5.51,-5.51,36.86,18.22,0.03,0.2962,Low,High,-6.51% – -5.51%,-4.51% – -2.51%,-1.51% – 2.49%
HAPPSTMNDS.NS,Happiest Minds Technologies Limited,1,18-06-2025,-5.54,-5.54,30.58,52.52,0.07,0.5058,Medium,High,-6.54% – -5.54%,-4.54% – -2.54%,-1.54% – 2.46%
ERIS.NS,Eris Lifesciences Limited,1,18-06-2025,-5.64,-5.64,35.41,68.75,-0.01,0.5541,Medium,High,-6.64% – -5.64%,-4.64% – -2.64%,-1.64% – 2.36%
MATRIMONY.NS,Matrimony.com Limited,1,18-06-2025,-5.71,-5.71,39.51,27.1,0.61,0.4206,Medium,High,-6.71% – -5.71%,-4.71% – -2.71%,-1.71% – 2.29%
STEL.NS,STEL Holdings Limited,1,18-06-2025,-5.75,-5.75,42.55,47.55,0.69,0.6421,High,High,-6.75% – -5.75%,-4.75% – -2.75%,-1.75% – 2.25%
HEROMOTOCO.NS,Hero MotoCorp Limited,1,18-06-2025,-5.75,-5.75,24.77,20,0.72,0.2355,Low,Medium,-6.75% – -5.75%,-4.75% – -2.75%,-1.75% – 2.25%
CASTROLIND.NS,Castrol India Limited,1,18-06-2025,-5.79,-5.79,42.88,21.9,0.36,0.388,Medium,High,-6.79% – -5.79%,-4.79% – -2.79%,-1.79% – 2.21%
CERA.NS,Cera Sanitaryware Limited,1,18-06-2025,-5.93,-5.93,36.28,38.42,-0.18,0.4635,Medium,High,-6.93% – -5.93%,-4.93% – -2.93%,-1.93% – 2.07%
CLEDUCATE.NS,CL Educate Limited,1,18-06-2025,-6.07,-6.07,58.32,,-0.47,,Unknown,High,-7.07% – -6.07%,-5.07% – -3.07%,-2.07% – 1.93%
TIRUMALCHM.NS,Thirumalai Chemicals Limited,1,18-06-2025,-6.24,-6.24,48.15,,0.11,,Unknown,High,-7.24% – -6.24%,-5.24% – -3.24%,-2.24% – 1.76%
PRITI.NS,Priti International Limited,1,18-06-2025,-6.31,-6.31,55.43,26.17,-1.13,0.4958,Medium,High,-7.31% – -6.31%,-5.31% – -3.31%,-2.31% – 1.69%
JOCIL.NS,Jocil Limited,1,18-06-2025,-6.34,-6.34,37.62,138.26,-0.01,0.5762,Medium,High,-7.34% – -6.34%,-5.34% – -3.34%,-2.34% – 1.66%
SCHAEFFLER.NS,Schaeffler India Limited,1,18-06-2025,-6.43,-6.43,32.67,63.82,-0.09,0.5267,Medium,High,-7.43% – -6.43%,-5.43% – -3.43%,-2.43% – 1.57%
NEOGEN.NS,Neogen Chemicals Limited,1,18-06-2025,-6.5,-6.5,53.85,122.79,0.01,0.7,High,High,-7.5% – -6.5%,-5.5% – -3.5%,-2.5% – 1.5%
VINDHYATEL.NS,Vindhya Telelinks Limited,1,18-06-2025,-6.54,-6.54,42.97,10.15,0.47,0.3297,Medium,High,-7.54% – -6.54%,-5.54% – -3.54%,-2.54% – 1.46%
BEL.NS,Bharat Electronics Limited,1,18-06-2025,-6.66,-6.66,32.73,55.05,0.39,0.5273,Medium,High,-7.66% – -6.66%,-5.66% – -3.66%,-2.66% – 1.34%
AIAENG.NS,AIA Engineering Limited,1,18-06-2025,-6.92,-6.92,24.39,29.94,0.28,0.272,Low,Medium,-7.92% – -6.92%,-5.92% – -3.92%,-2.92% – 1.08%
AUTOAXLES.NS,Automotive Axles Limited,1,18-06-2025,-6.92,-6.92,24.38,17.64,0.53,0.1718,Low,Medium,-7.92% – -6.92%,-5.92% – -3.92%,-2.92% – 1.08%
GABRIEL.NS,Gabriel India Limited,1,18-06-2025,-6.97,-6.97,46.49,35.35,0.47,0.5393,Medium,High,-7.97% – -6.97%,-5.97% – -3.97%,-2.97% – 1.03%
APCOTEXIND.NS,Apcotex Industries Limited,1,18-06-2025,-7.08,-7.08,34.13,37.03,0.01,0.4301,Medium,High,-8.08% – -7.08%,-6.08% – -4.08%,-3.08% – 0.92%
COMPUSOFT.NS,Compucom Software Limited,1,18-06-2025,-7.12,-7.12,59.26,111.21,0.6,0.72,High,High,-8.12% – -7.12%,-6.12% – -4.12%,-3.12% – 0.88%
ONELIFECAP.NS,Onelife Capital Advisors Limited,1,18-06-2025,-7.18,-7.18,53.86,,0.21,,Unknown,High,-8.18% – -7.18%,-6.18% – -4.18%,-3.18% – 0.82%
METROPOLIS.NS,Metropolis Healthcare Limited,1,18-06-2025,-7.26,-7.26,27.07,60.48,0.16,0.4707,Medium,Medium,-8.26% – -7.26%,-6.26% – -4.26%,-3.26% – 0.74%
ADVENZYMES.NS,Advanced Enzyme Technologies Limited,1,18-06-2025,-7.42,-7.42,41.98,28.74,0.4,0.4376,Medium,High,-8.42% – -7.42%,-6.42% – -4.42%,-3.42% – 0.58%
UNIENTER.NS,Uniphos Enterprises Limited,1,18-06-2025,-7.51,-7.51,40.66,3057,0.32,0.6066,High,High,-8.51% – -7.51%,-6.51% – -4.51%,-3.51% – 0.49%
SHREYANIND.NS,Shreyans Industries Limited,1,18-06-2025,-7.53,-7.53,47.93,6.01,-0.22,0.5293,Medium,High,-8.53% – -7.53%,-6.53% – -4.53%,-3.53% – 0.47%
SHK.NS,S H Kelkar and Company Limited,1,18-06-2025,-7.63,-7.63,50.99,45.15,0.61,0.6808,High,High,-8.63% – -7.63%,-6.63% – -4.63%,-3.63% – 0.37%
JUBLFOOD.NS,Jubilant FoodWorks Limited,1,18-06-2025,-7.75,-7.75,32.42,200.72,0.1,0.5242,Medium,High,-8.75% – -7.75%,-6.75% – -4.75%,-3.75% – 0.25%
VSTTILLERS.NS,V.S.T. Tillers Tractors Limited,1,18-06-2025,-7.8,-7.8,36.21,34.77,0.54,0.4399,Medium,High,-8.8% – -7.8%,-6.8% – -4.8%,-3.8% – 0.2%
NIACL.NS,The New India Assurance Company Limited,1,18-06-2025,-7.91,-7.91,45.13,29.04,1.08,0.5874,Medium,High,-8.91% – -7.91%,-6.91% – -4.91%,-3.91% – 0.09%
VIJIFIN.NS,Viji Finance Limited,1,18-06-2025,-7.96,-7.96,48.56,230,0.25,0.6856,High,High,-8.96% – -7.96%,-6.96% – -4.96%,-3.96% – 0.04%
SMSPHARMA.NS,SMS Pharmaceuticals Limited,1,18-06-2025,-8.07,-8.07,53.93,30.19,0.7,0.57,Medium,High,-9.07% – -8.07%,-7.07% – -5.07%,-4.07% – -0.07%
POLYMED.NS,Poly Medicure Limited,1,18-06-2025,-8.19,-8.19,45.47,62.17,0.26,0.6547,High,High,-9.19% – -8.19%,-7.19% – -5.19%,-4.19% – -0.19%
5PAISA.NS,5paisa Capital Limited,1,18-06-2025,-8.3,-8.3,36.32,18.24,0.57,0.3044,Medium,High,-9.3% – -8.3%,-7.3% – -5.3%,-4.3% – -0.3%
UBL.NS,United Breweries Limited,1,18-06-2025,-8.37,-8.37,25.07,118.65,0.25,0.4507,Medium,Medium,-9.37% – -8.37%,-7.37% – -5.37%,-4.37% – -0.37%
QUICKHEAL.NS,Quick Heal Technologies Limited,1,18-06-2025,-8.38,-8.38,59.57,400.76,-0.46,0.7,High,High,-9.38% – -8.38%,-7.38% – -5.38%,-4.38% – -0.38%
MMFL.NS,M M Forgings Limited,1,18-06-2025,-8.38,-8.38,38.38,14.23,0.74,0.3322,Medium,High,-9.38% – -8.38%,-7.38% – -5.38%,-4.38% – -0.38%
LTTS.NS,L&T Technology Services Limited,1,18-06-2025,-8.42,-8.42,31.5,37.01,0.32,0.4037,Medium,High,-9.42% – -8.42%,-7.42% – -5.42%,-4.42% – -0.42%
LEMONTREE.NS,Lemon Tree Hotels Limited,1,18-06-2025,-8.63,-8.63,36.35,55.11,0,0.5635,Medium,High,-9.63% – -8.63%,-7.63% – -5.63%,-4.63% – -0.63%
BAYERCROP.NS,Bayer CropScience Limited,1,18-06-2025,-8.72,-8.72,31.78,44.9,0.22,0.4741,Medium,High,-9.72% – -8.72%,-7.72% – -5.72%,-4.72% – -0.72%
HESTERBIO.NS,Hester Biosciences Limited,1,18-06-2025,-8.75,-8.75,56.33,53.03,0.15,0.7,High,High,-9.75% – -8.75%,-7.75% – -5.75%,-4.75% – -0.75%
BEARDSELL.NS,Beardsell Limited,1,18-06-2025,-9.06,-9.06,57.57,14.2,-0.48,0.4,Medium,High,-10.06% – -9.06%,-8.06% – -6.06%,-5.06% – -1.06%
ORIENTHOT.NS,Oriental Hotels Limited,1,18-06-2025,-9.1,-9.1,50.27,67.94,0.26,0.7,High,High,-10.1% – -9.1%,-8.1% – -6.1%,-5.1% – -1.1%
AXISBANK.NS,Axis Bank Limited,1,18-06-2025,-9.26,-9.26,23.04,13.47,0.51,0.1322,Low,Medium,-10.26% – -9.26%,-8.26% – -6.26%,-5.26% – -1.26%
OSWALAGRO.NS,Oswal Agro Mills Limited,1,18-06-2025,-9.38,-9.38,59.65,10.81,-0.78,0.4,Medium,High,-10.38% – -9.38%,-8.38% – -6.38%,-5.38% – -1.38%
PRECWIRE.NS,Precision Wires India Limited,1,18-06-2025,-9.43,-9.43,53.8,35.07,0.55,0.5817,Medium,High,-10.43% – -9.43%,-8.43% – -6.43%,-5.43% – -1.43%
MOIL.NS,MOIL Limited,1,18-06-2025,-9.45,-9.45,41.31,19.57,0.38,0.3522,Medium,High,-10.45% – -9.45%,-8.45% – -6.45%,-5.45% – -1.45%
TAINWALCHM.NS,Tainwala Chemicals and Plastics (India) Limited,1,18-06-2025,-9.5,-9.5,60.82,41.97,-0.06,0.6312,High,High,-10.5% – -9.5%,-8.5% – -6.5%,-5.5% – -1.5%
DLINKINDIA.NS,D-Link (India) Limited,1,18-06-2025,-9.5,-9.5,52.64,18.18,0.17,0.4273,Medium,High,-10.5% – -9.5%,-8.5% – -6.5%,-5.5% – -1.5%
DMART.NS,Avenue Supermarts Limited,1,18-06-2025,-9.57,-9.57,31,101.96,0.31,0.51,Medium,High,-10.57% – -9.57%,-8.57% – -6.57%,-5.57% – -1.57%
EXCELINDUS.NS,Excel Industries Limited,1,18-06-2025,-9.58,-9.58,48.26,18.27,0.18,0.4106,Medium,High,-10.58% – -9.58%,-8.58% – -6.58%,-5.58% – -1.58%
ADFFOODS.NS,ADF Foods Limited,1,18-06-2025,-9.65,-9.65,51.44,45.63,0.46,0.6625,High,High,-10.65% – -9.65%,-8.65% – -6.65%,-5.65% – -1.65%
RIIL.NS,Reliance Industrial Infrastructure Limited,1,18-06-2025,-9.92,-9.92,43.55,121.61,-0.04,0.6355,High,High,-10.92% – -9.92%,-8.92% – -6.92%,-5.92% – -1.92%
